id,price_doc
30620,3024308.0
30621,8527816.0
30622,11977010.0
30623,6551174.0
30624,7578139.0
30625,7807344.0
30626,5246520.0
30627,7930003.0
30628,6712312.0
30629,5343923.0
30630,4331089.0
30631,5521251.0
30632,3622902.0
30633,5997922.0
30634,8953753.0
30635,9686277.0
30636,5018117.0
30637,9286197.0
30638,6462734.0
30639,9740359.0
30640,4566838.0
30641,10248414.0
30642,6133624.0
30643,8971818.0
30644,9772962.0
30645,7727715.0
30646,5509599.0
30647,4800434.0
30648,18388776.0
30649,2531004.0
30650,4144194.0
30651,3593421.0
30652,5415060.0
30653,7813094.0
30654,4408527.0
30655,15328786.0
30656,2228214.0
30657,6284404.0
30658,11590587.0
30659,4303957.0
30660,8293804.0
30661,6171582.0
30662,8704946.0
30663,16639550.0
30664,15701004.0
30665,6140920.0
30666,2613682.0
30667,3391095.0
30668,10680639.0
30669,4857903.0
30670,968193.0
30671,8724826.0
30672,15592801.0
30673,10784102.0
30674,11417364.0
30675,1000449.0
30676,8229338.0
30677,4386990.0
30678,16639158.0
30679,6541835.0
30680,5704295.0
30681,1188485.0
30682,8629564.0
30683,10152740.0
30684,6767950.0
30685,7434187.0
30686,9537625.0
30687,4345522.0
30688,4521034.0
30689,16790558.0
30690,18945286.0
30691,4009631.0
30692,6968866.0
30693,9409217.0
30694,7767941.0
30695,7254800.0
30696,5755642.0
30697,11795916.0
30698,7590845.0
30699,6163945.0
30700,3888619.0
30701,9779084.0
30702,4580074.0
30703,2755423.0
30704,10982118.0
30705,7767602.0
30706,16552115.0
30707,4834655.0
30708,12559712.0
30709,6780501.0
30710,7252877.0
30711,4832996.0
30712,2577448.0
30713,7374238.0
30714,6606914.0
30715,5002377.0
30716,10153267.0
30717,6547980.0
30718,12503775.0
30719,13531198.0
30720,8255930.0
30721,8573709.0
30722,9131445.0
30723,9183439.0
30724,11023891.0
30725,6408561.0
30726,12060268.0
30727,9474791.0
30728,11581131.0
30729,4595455.0
30730,7322969.0
30731,7616055.0
30732,2666156.0
30733,9692000.0
30734,6666842.0
30735,5224065.0
30736,6981439.0
30737,5194946.0
30738,7089742.0
30739,5295123.0
30740,7051019.0
30741,11500651.0
30742,3535532.0
30743,4227406.0
30744,9788359.0
30745,8671247.0
30746,5224592.0
30747,18688134.0
30748,17143166.0
30749,4199027.0
30750,6493300.0
30751,3664615.0
30752,7850712.0
30753,9447723.0
30754,5880609.0
30755,5462630.0
30756,9946413.0
30757,4964526.0
30758,10421147.0
30759,6084408.0
30760,5457581.0
30761,10027823.0
30762,7755424.0
30763,10949801.0
30764,6556996.0
30765,5746190.0
30766,2319363.0
30767,9547125.0
30768,5112752.0
30769,6361608.0
30770,6109650.0
30771,1976895.0
30772,8109708.0
30773,9854551.0
30774,6054106.0
30775,11756231.0
30776,5274380.0
30777,7071962.0
30778,8835639.0
30779,6265374.0
30780,7058527.0
30781,7104226.0
30782,4352962.0
30783,5162639.0
30784,2550268.0
30785,5190893.0
30786,4131410.0
30787,7177313.0
30788,4770759.0
30789,7225480.0
30790,6112096.0
30791,9779674.0
30792,6751425.0
30793,10794287.0
30794,15411617.0
30795,11353936.0
30796,12083779.0
30797,13358489.0
30798,1902503.0
30799,10604443.0
30800,13158055.0
30801,7270791.0
30802,16686273.0
30803,970410.0
30804,1807929.0
30805,13635106.0
30806,6681746.0
30807,4402142.0
30808,9817744.0
30809,5129788.0
30810,10176343.0
30811,3326382.0
30812,5162204.0
30813,5178029.0
30814,2199456.0
30815,2007304.0
30816,8738763.0
30817,881902.0
30818,8760686.0
30819,9397127.0
30820,4411548.0
30821,16614784.0
30822,11696687.0
30823,7773337.0
30824,1669420.0
30825,5001252.0
30826,9138932.0
30827,6653708.0
30828,6061533.0
30829,5468453.0
30830,9406143.0
30831,5600770.0
30832,5023125.0
30833,5181376.0
30834,3247329.0
30835,7703291.0
30836,7347299.0
30837,4085216.0
30838,4356353.0
30839,7120355.0
30840,11124649.0
30841,10496181.0
30842,7959594.0
30843,6056805.0
30844,10296903.0
30845,10114387.0
30846,4485883.0
30847,4119983.0
30848,9062628.0
30849,4028395.0
30850,3172473.0
30851,4151333.0
30852,8586741.0
30853,2751039.0
30854,5334028.0
30855,8266795.0
30856,9173087.0
30857,1024488.0
30858,4157462.0
30859,6362622.0
30860,4737484.0
30861,9558679.0
30862,5530694.0
30863,5015545.0
30864,5792099.0
30865,9348738.0
30866,8796337.0
30867,5391269.0
30868,7006283.0
30869,4239719.0
30870,5628732.0
30871,9900054.0
30872,3669775.0
30873,2017689.0
30874,4951902.0
30875,7412716.0
30876,3901901.0
30877,10021672.0
30878,5163124.0
30879,11532441.0
30880,7279616.0
30881,549577.0
30882,11668785.0
30883,3531877.0
30884,5163123.0
30885,3483218.0
30886,9204334.0
30887,5486778.0
30888,3446140.0
30889,5370796.0
30890,7500351.0
30891,2341510.0
30892,2341511.0
30893,4063321.0
30894,5512086.0
30895,3252602.0
30896,8277741.0
30897,7565442.0
30898,6999422.0
30899,6660468.0
30900,840531.0
30901,6245945.0
30902,550104.0
30903,7229836.0
30904,7060696.0
30905,5198951.0
30906,6949060.0
30907,12221423.0
30908,3779257.0
30909,12940490.0
30910,8252929.0
30911,5049662.0
30912,5735809.0
30913,21712882.0
30914,6903180.0
30915,8710643.0
30916,5373705.0
30917,12212840.0
30918,4810159.0
30919,5396640.0
30920,4553669.0
30921,4188632.0
30922,5883739.0
30923,1149199.0
30924,5701267.0
30925,14687845.0
30926,8553334.0
30927,8305263.0
30928,5412921.0
30929,5790976.0
30930,11536404.0
30931,10848281.0
30932,5172559.0
30933,4066107.0
30934,11492375.0
30935,6964651.0
30936,6691628.0
30937,9494537.0
30938,1260717586341.0
30939,13917928.0
30940,7421179.0
30941,5285549.0
30942,1061347.0
30943,7536169.0
30944,4701367.0
30945,1640112.0
30946,13068249.0
30947,6494415.0
30948,8307115.0
30949,5551403.0
30950,5839572.0
30951,16463550.0
30952,9107782.0
30953,10135811.0
30954,4793093.0
30955,7397799.0
30956,8635038.0
30957,5257871.0
30958,23474372.0
30959,7563430.0
30960,8223526.0
30961,10447670.0
30962,10913761.0
30963,1809425.0
30964,1971129.0
30965,6927430.0
30966,11787659.0
30967,8916568.0
30968,3116213.0
30969,1432424.0
30970,6579872.0
30971,11502937.0
30972,1432954.0
30973,5070277.0
30974,3941379.0
30975,7385573.0
30976,6132881.0
30977,7074567.0
30978,8380322.0
30979,1397306.0
30980,13306658.0
30981,5406736.0
30982,7475518.0
30983,1971855.0
30984,5186499.0
30985,2137452.0
30986,10233737.0
30987,8920748.0
30988,5879189.0
30989,6892923.0
30990,12651797.0
30991,9221017.0
30992,2598849.0
30993,7651261.0
30994,4377117.0
30995,7037086.0
30996,5236397.0
30997,8248522.0
30998,6912134.0
30999,7677429.0
31000,8530815.0
31001,7178510.0
31002,11257254.0
31003,9435484.0
31004,1548247.0
31005,-354132.0
31006,8747349.0
31007,4933509.0
31008,5254632.0
31009,8814006.0
31010,6723120.0
31011,3140343.0
31012,5947769.0
31013,7808949.0
31014,12037732.0
31015,7752321.0
31016,3050634.0
31017,9271896.0
31018,5369340.0
31019,4844540.0
31020,6758861.0
31021,12493917.0
31022,17542289.0
31023,9780104.0
31024,4936829.0
31025,7663230.0
31026,6819526.0
31027,3664515.0
31028,5859092.0
31029,9566628.0
31030,6904194.0
31031,9622111.0
31032,11532463.0
31033,9164504.0
31034,6379225.0
31035,9349305.0
31036,8426513.0
31037,19940370.0
31038,3469672.0
31039,8614003.0
31040,5087341.0
31041,3631930.0
31042,3502642.0
31043,6139962.0
31044,9816436.0
31045,7083642.0
31046,13908616.0
31047,7219446.0
31048,4860580.0
31049,8989091.0
31050,8380885.0
31051,5588040.0
31052,1979000.0
31053,15178011.0
31054,6962189.0
31055,4043375.0
31056,13023660.0
31057,6133179.0
31058,8603191.0
31059,1284286.0
31060,6929440.0
31061,7610426.0
31062,6753183.0
31063,1776030.0
31064,4118563.0
31065,12982936.0
31066,4244599.0
31067,8649241.0
31068,2757844.0
31069,4105578.0
31070,3675094.0
31071,1361430.0
31072,8059967.0
31073,583361.0
31074,7278937.0
31075,7351040.0
31076,8276615.0
31077,5316879.0
31078,3505116.0
31079,3373496.0
31080,6533660.0
31081,3559586.0
31082,10650848.0
31083,5172398.0
31084,9316549.0
31085,11961389.0
31086,2779560.0
31087,5098716.0
31088,7653224.0
31089,8735432.0
31090,22117740.0
31091,2344012.0
31092,6936006.0
31093,6166110.0
31094,6320842.0
31095,4936357.0
31096,19848443.0
31097,10192300.0
31098,9453219.0
31099,21695973.0
31100,3582270.0
31101,2269669.0
31102,5931339.0
31103,9733905.0
31104,5195066.0
31105,7974965.0
31106,4050447.0
31107,11291276.0
31108,6089739.0
31109,4670467.0
31110,8881997.0
31111,11635790.0
31112,5528732.0
31113,2506336.0
31114,4518592.0
31115,4813844.0
31116,6072167.0
31117,6513494.0
31118,2067257.0
31119,784518.0
31120,5940901.0
31121,5459459.0
31122,6736791.0
31123,3459091.0
31124,5301195.0
31125,13890891.0
31126,16237484.0
31127,5834374.0
31128,5142905.0
31129,4464409.0
31130,13285574.0
31131,9226654.0
31132,10479172.0
31133,9595486.0
31134,6995654.0
31135,9772542.0
31136,11241680.0
31137,4871535.0
31138,5636722.0
31139,2412698.0
31140,7664672.0
31141,6248818.0
31142,9111461.0
31143,4627838.0
31144,2345038.0
31145,5070208.0
31146,5162712.0
31147,12400479.0
31148,6860022.0
31149,584942.0
31150,9105238.0
31151,6289876.0
31152,9860132.0
31153,4094688.0
31154,15370190.0
31155,5771875.0
31156,10249574.0
31157,4184901.0
31158,10064343.0
31159,6980699.0
31160,4712056.0
31161,1806303.0
31162,4535878.0
31163,5554572.0
31164,6425215.0
31165,6625737.0
31166,5846109.0
31167,7787272.0
31168,10342253.0
31169,11036543.0
31170,5420191.0
31171,16662041.0
31172,4491688.0
31173,10318184.0
31174,9113627.0
31175,13765530.0
31176,3810626.0
31177,9011019.0
31178,3280635.0
31179,2978667.0
31180,3143653.0
31181,8224464.0
31182,8711912.0
31183,8680386.0
31184,5996893.0
31185,1639661.0
31186,8849404.0
31187,2848541.0
31188,3370960.0
31189,5246759.0
31190,7421143.0
31191,12002759.0
31192,4110773.0
31193,5328198.0
31194,10428815.0
31195,7710653.0
31196,3772352.0
31197,13024388.0
31198,6101200.0
31199,6740665.0
31200,9085000.0
31201,3390765.0
31202,2623329.0
31203,7316036.0
31204,2308258.0
31205,9286413.0
31206,6006627.0
31207,3401665.0
31208,4334535.0
31209,3183667.0
31210,5477690.0
31211,6864194.0
31212,4481039.0
31213,9376410.0
31214,7457596.0
31215,3728745.0
31216,5206843.0
31217,7192261.0
31218,7414574.0
31219,2332866.0
31220,7364519.0
31221,2273166.0
31222,6306801.0
31223,9482651.0
31224,6903371.0
31225,10507654.0
31226,7053548.0
31227,9495087.0
31228,11347964.0
31229,4127435.0
31230,6885909.0
31231,1935997.0
31232,7985404.0
31233,6551868.0
31234,8339917.0
31235,4254504.0
31236,6466679.0
31237,11029023.0
31238,6706485.0
31239,11366064.0
31240,6199374.0
31241,6706487.0
31242,7104589.0
31243,2250688.0
31244,7197826.0
31245,7963497.0
31246,10383955.0
31247,4861430.0
31248,6284444.0
31249,9400889.0
31250,6184406.0
31251,6958289.0
31252,7248221.0
31253,8678522.0
31254,6890827.0
31255,10977504.0
31256,6563891.0
31257,3715179.0
31258,8088195.0
31259,10792163.0
31260,8277869.0
31261,17077156.0
31262,5242672.0
31263,6169907.0
31264,2167882.0
31265,14926170.0
31266,7049110.0
31267,2335818.0
31268,3190948.0
31269,8040103.0
31270,1509664.0
31271,4636633.0
31272,16840203.0
31273,6877475.0
31274,5047723.0
31275,6941523.0
31276,5625901.0
31277,5705076.0
31278,12828212.0
31279,14349220.0
31280,9149445.0
31281,6864070.0
31282,12549561.0
31283,7159038.0
31284,4902377.0
31285,5960227.0
31286,7377346.0
31287,10290437.0
31288,3862755.0
31289,9088514.0
31290,5287914.0
31291,6158060.0
31292,2665634.0
31293,7108645.0
31294,2187683.0
31295,15714607.0
31296,9020362.0
31297,7402884.0
31298,3231489.0
31299,9528032.0
31300,7446454.0
31301,5895222.0
31302,-299097027194.0
31303,8443906.0
31304,7220233.0
31305,10940479.0
31306,1856941.0
31307,6696146.0
31308,9189803.0
31309,9210809.0
31310,31026808.0
31311,4873499.0
31312,5466917.0
31313,11497442.0
31314,6781367.0
31315,10188395.0
31316,11599811.0
31317,18984207.0
31318,6897210.0
31319,7254473.0
31320,5783788.0
31321,8376198.0
31322,10014405.0
31323,8119459.0
31324,7345714.0
31325,5299248.0
31326,5753044.0
31327,8439184.0
31328,15428090.0
31329,4356465.0
31330,11320442.0
31331,9050893.0
31332,5277317.0
31333,4431314.0
31334,3197042.0
31335,7249342.0
31336,9807041.0
31337,6993631.0
31338,4189126.0
31339,4653472.0
31340,5793289.0
31341,9603803.0
31342,4833999.0
31343,1509663.0
31344,4024723.0
31345,5366089.0
31346,1698968.0
31347,9824083.0
31348,11164484.0
31349,10310532.0
31350,2838010.0
31351,5555306.0
31352,10924079.0
31353,4833454.0
31354,9468691.0
31355,12935328.0
31356,4499325.0
31357,3984769.0
31358,2964666.0
31359,6931528.0
31360,14814223.0
31361,3475777.0
31362,9962509.0
31363,4544397.0
31364,1460600.0
31365,1784634.0
31366,6607734.0
31367,9612651.0
31368,6198022.0
31369,3661218.0
31370,9025346.0
31371,9873531.0
31372,6801112.0
31373,5572154.0
31374,6760024.0
31375,5554151.0
31376,6710126.0
31377,8685778.0
31378,5290781.0
31379,21496002.0
31380,2815561.0
31381,7783446.0
31382,4586417.0
31383,8060328.0
31384,20200620.0
31385,12850700.0
31386,9017790.0
31387,11124224.0
31388,5971412.0
31389,3439574.0
31390,8137140.0
31391,4019048.0
31392,10899942.0
31393,9725629.0
31394,5535816.0
31395,2083158.0
31396,8470959.0
31397,7738302.0
31398,2002712.0
31399,10180466.0
31400,3436358.0
31401,12488224.0
31402,10107358.0
31403,4130441.0
31404,4886820.0
31405,3528181.0
31406,5990338.0
31407,1294508.0
31408,7201525.0
31409,2871604.0
31410,11126839.0
31411,7963173.0
31412,10630067.0
31413,7787213.0
31414,4434136.0
31415,12966036.0
31416,5769292.0
31417,6022461.0
31418,8468768.0
31419,7921840.0
31420,9099073.0
31421,8395631.0
31422,7106767.0
31423,8023731.0
31424,21573090.0
31425,4716630.0
31426,3613700.0
31427,6273703.0
31428,9136277.0
31429,15360220.0
31430,3248256.0
31431,4697979.0
31432,4534977.0
31433,5693953.0
31434,2380978.0
31435,10708056.0
31436,9602766.0
31437,13036593.0
31438,7730215.0
31439,14997970.0
31440,7418538.0
31441,6020763.0
31442,8914934.0
31443,11372493.0
31444,5965974.0
31445,10299297.0
31446,10739769.0
31447,7181966.0
31448,9486530.0
31449,9930388.0
31450,6439638.0
31451,8664212.0
31452,10523981.0
31453,2482835.0
31454,5719957.0
31455,6863402.0
31456,4131496.0
31457,4478703.0
31458,16189743.0
31459,7835538.0
31460,4132022.0
31461,4315591.0
31462,2270967.0
31463,4771677.0
31464,8232933.0
31465,4598185.0
31466,32603899.0
31467,1398843.0
31468,17269806.0
31469,3936417.0
31470,4686563.0
31471,11733459.0
31472,2670159.0
31473,7466816.0
31474,4925591.0
31475,8811453.0
31476,15694871.0
31477,8069927.0
31478,5386838.0
31479,6351075.0
31480,11240175.0
31481,8311049.0
31482,9324592.0
31483,8194972.0
31484,7395369.0
31485,865822.0
31486,995778.0
31487,5830739.0
31488,13588526.0
31489,8380448.0
31490,3835176.0
31491,5461378.0
31492,8139713.0
31493,10251928.0
31494,5260123.0
31495,5470186.0
31496,9682573.0
31497,5181434.0
31498,6140865.0
31499,10638720.0
31500,9969165.0
31501,10736002.0
31502,10161135.0
31503,4779763.0
31504,10737289.0
31505,18781972.0
31506,7537425.0
31507,7332059.0
31508,6721775.0
31509,5487926.0
31510,5588762.0
31511,4480407.0
31512,5341403.0
31513,19778237.0
31514,18076405.0
31515,1406716.0
31516,16252107.0
31517,5636215.0
31518,7939468.0
31519,6160014.0
31520,9305203.0
31521,4363592.0
31522,3762521.0
31523,7139679.0
31524,9174584.0
31525,11777906.0
31526,5657345.0
31527,8487407.0
31528,4297795.0
31529,4741447.0
31530,7843626.0
31531,9025068.0
31532,5305629.0
31533,14907521.0
31534,7276066.0
31535,11800535.0
31536,8779175.0
31537,4082277.0
31538,4108485.0
31539,3190716.0
31540,9071310.0
31541,2697700.0
31542,4766437.0
31543,1790205.0
31544,4145874.0
31545,7873015.0
31546,13246253.0
31547,5293295.0
31548,5901876.0
31549,5822596.0
31550,4043603.0
31551,5652751.0
31552,6984517.0
31553,5401770.0
31554,6956424.0
31555,2230423.0
31556,7753734.0
31557,6481039.0
31558,10263684.0
31559,2698215.0
31560,7753734.0
31561,7457024.0
31562,23031738.0
31563,726680.0
31564,8005243.0
31565,9191280.0
31566,4750103.0
31567,16522114.0
31568,7010046.0
31569,6940542.0
31570,8133318.0
31571,5609904.0
31572,1316394.0
31573,4573469.0
31574,11351608.0
31575,5181674.0
31576,-299092803825.0
31577,5138586.0
31578,7876381.0
31579,4271670.0
31580,7093742.0
31581,4857466.0
31582,7478265.0
31583,8939422.0
31584,2712339.0
31585,7023015.0
31586,11987023.0
31587,12513461.0
31588,8168484.0
31589,3315333.0
31590,6622304.0
31591,7892636.0
31592,8549246.0
31593,8441447.0
31594,8103314.0
31595,5919976.0
31596,3422168.0
31597,4294068.0
31598,2706842.0
31599,-299093377496.0
31600,6335517.0
31601,13688353.0
31602,5955933.0
31603,14815607.0
31604,5734931.0
31605,4145284.0
31606,5601223.0
31607,8810335.0
31608,5424484.0
31609,5148696.0
31610,7667147.0
31611,5134023.0
31612,5248274.0
31613,3324250.0
31614,15803653.0
31615,9601696.0
31616,12234204.0
31617,3153896.0
31618,9169503.0
31619,10527523.0
31620,4030327.0
31621,4916348.0
31622,27459647.0
31623,9880822.0
31624,3302829.0
31625,10161738.0
31626,5589174.0
31627,6285825.0
31628,12525267.0
31629,8902794.0
31630,2763736.0
31631,6061271.0
31632,13084582.0
31633,5291509.0
31634,9994111.0
31635,12363679.0
31636,5153176.0
31637,4928792.0
31638,7408854.0
31639,1499132.0
31640,11103843.0
31641,2492647.0
31642,3066290.0
31643,6687098.0
31644,11220626.0
31645,5341310.0
31646,8867622.0
31647,5210885.0
31648,12617956.0
31649,5328637.0
31650,5448959.0
31651,10113601.0
31652,4697707.0
31653,5929111.0
31654,5812296.0
31655,4239245.0
31656,19045343.0
31657,6180819.0
31658,4177629.0
31659,8092203.0
31660,3862140.0
31661,5397346.0
31662,6842822.0
31663,2007308.0
31664,2695586.0
31665,1705465.0
31666,4755295.0
31667,9018172.0
31668,8824377.0
31669,11663990.0
31670,6925406.0
31671,6798752.0
31672,6759178.0
31673,9359437.0
31674,7992713.0
31675,8456069.0
31676,6655361.0
31677,3645335.0
31678,5332487.0
31679,8559507.0
31680,6912486.0
31681,7634218.0
31682,4371125.0
31683,7228187.0
31684,5152555.0
31685,1260277.0
31686,11378499.0
31687,10545549.0
31688,10031664.0
31689,2268081.0
31690,7229007.0
31691,1945336.0
31692,5597050.0
31693,5920122.0
31694,9988106.0
31695,6843348.0
31696,942951.0
31697,4740309.0
31698,966901.0
31699,4043421.0
31700,4686653.0
31701,9849033.0
31702,5096545.0
31703,7384609.0
31704,5300432.0
31705,9434687.0
31706,5314281.0
31707,12010185.0
31708,8522756.0
31709,5228281.0
31710,10990259.0
31711,7070373.0
31712,8064902.0
31713,5734408.0
31714,2925434.0
31715,4714041.0
31716,4724871.0
31717,9680768.0
31718,3953300.0
31719,7574240.0
31720,5200975.0
31721,3154758.0
31722,6688681.0
31723,5537359.0
31724,5857280.0
31725,5019994.0
31726,10519951.0
31727,4967189.0
31728,2260303.0
31729,6090839.0
31730,2474447.0
31731,7783007.0
31732,8055509.0
31733,2056827.0
31734,4198216.0
31735,3256906.0
31736,6655713.0
31737,4109547.0
31738,5760051.0
31739,5454529.0
31740,8447769.0
31741,13295728.0
31742,13077436.0
31743,9241097.0
31744,3475004.0
31745,2560401.0
31746,8994146.0
31747,4318169.0
31748,15653205.0
31749,4484841.0
31750,10230236.0
31751,6307632.0
31752,1564278.0
31753,664133.0
31754,9065247.0
31755,11918039.0
31756,1033004.0
31757,5584136.0
31758,5150530.0
31759,5766248.0
31760,4055666.0
31761,12702197.0
31762,3305824.0
31763,11414442.0
31764,7073128.0
31765,967222.0
31766,9290771.0
31767,1929178.0
31768,7109584.0
31769,9249793.0
31770,2609302.0
31771,2433651.0
31772,10731029.0
31773,5985857.0
31774,6571765.0
31775,11764236.0
31776,510619.0
31777,1607169.0
31778,12543908.0
31779,8992182.0
31780,6870047.0
31781,7695500.0
31782,9382253.0
31783,1927857.0
31784,5425531.0
31785,5655086.0
31786,4431737.0
31787,7165721.0
31788,5197733.0
31789,4056193.0
31790,2384487.0
31791,11169544.0
31792,6910195.0
31793,11571321.0
31794,6972942.0
31795,4892922.0
31796,3842694.0
31797,12816007.0
31798,7498340.0
31799,4669581.0
31800,5444915.0
31801,1514586.0
31802,6924091.0
31803,6733600.0
31804,4974153.0
31805,1510074.0
31806,5814222.0
31807,7493902.0
31808,8660203.0
31809,6078031.0
31810,2784858.0
31811,7207140.0
31812,5393911.0
31813,5535302.0
31814,6514654.0
31815,3961966.0
31816,4694817.0
31817,1535659.0
31818,7108513.0
31819,6141311.0
31820,12317163.0
31821,9031639.0
31822,5352364.0
31823,3294563.0
31824,2701313.0
31825,4852794.0
31826,5201252.0
31827,6681554.0
31828,5736871.0
31829,10011183.0
31830,6531456.0
31831,1781137.0
31832,10381444.0
31833,12681186.0
31834,6347501.0
31835,3581913.0
31836,9370089.0
31837,1500108.0
31838,6598209.0
31839,3690734.0
31840,9363925.0
31841,4841302.0
31842,7731704.0
31843,1837124.0
31844,7331424.0
31845,8544281.0
31846,4357149.0
31847,3842401.0
31848,5593017.0
31849,8095813.0
31850,6759871.0
31851,11963163.0
31852,10020896.0
31853,9136033.0
31854,6787872.0
31855,1417934.0
31856,7521345.0
31857,8533321.0
31858,11948362.0
31859,21722902.0
31860,6524442.0
31861,14611992.0
31862,7112675.0
31863,8940273.0
31864,1402432.0
31865,6216347.0
31866,3015991.0
31867,7307710.0
31868,3691892.0
31869,7383392.0
31870,2856743.0
31871,4086948.0
31872,10849073.0
31873,7873272.0
31874,5507978.0
31875,4581801.0
31876,5373279.0
31877,17907304.0
31878,2730921.0
31879,8518980.0
31880,9553873.0
31881,3918018.0
31882,12760309.0
31883,5373280.0
31884,5208210.0
31885,5972513.0
31886,8320280.0
31887,9309207.0
31888,4905139.0
31889,11879473.0
31890,5172887.0
31891,3809145.0
31892,1899267.0
31893,17242120.0
31894,8985973.0
31895,4311446.0
31896,1173920.0
31897,1074522.0
31898,2708243.0
31899,2714456.0
31900,5392563.0
31901,6649680.0
31902,7254952.0
31903,6010881.0
31904,1606679.0
31905,7297191.0
31906,4022307.0
31907,1885308.0
31908,2099343.0
31909,8478214.0
31910,3685851.0
31911,2475521.0
31912,7649196.0
31913,7875357.0
31914,5140070.0
31915,8653088.0
31916,1701430.0
31917,4720417.0
31918,3667347.0
31919,6502696.0
31920,3512949.0
31921,8760459.0
31922,5029413.0
31923,12983292.0
31924,13322219.0
31925,5727254.0
31926,10450640.0
31927,9502835.0
31928,7308654.0
31929,13596216.0
31930,7931182.0
31931,5504048.0
31932,8498227.0
31933,6961995.0
31934,5559443.0
31935,3303937.0
31936,3051519.0
31937,6216607.0
31938,5050583.0
31939,6204164.0
31940,8185199.0
31941,21536340.0
31942,5978720.0
31943,7580462.0
31944,5963897.0
31945,5400337.0
31946,10889189.0
31947,8880318.0
31948,5974895.0
31949,14011098.0
31950,10955001.0
31951,5766171.0
31952,4848340.0
31953,2860712.0
31954,10292189.0
31955,4265006.0
31956,8474817.0
31957,2888921.0
31958,3932785.0
31959,10744859.0
31960,5717088.0
31961,8746363.0
31962,4310620.0
31963,7829517.0
31964,4840254.0
31965,6716379.0
31966,14526356.0
31967,12574768.0
31968,7752345.0
31969,23746189.0
31970,5732172.0
31971,3057548.0
31972,4427611.0
31973,3681067.0
31974,7674308.0
31975,2940171.0
31976,1683019.0
31977,8810272.0
31978,5617552.0
31979,4888120.0
31980,3780266.0
31981,6150181.0
31982,7809978.0
31983,10557104.0
31984,7586320.0
31985,4091318.0
31986,3147256.0
31987,6761840.0
31988,7684235.0
31989,12193233.0
31990,2808690.0
31991,10161143.0
31992,3647501.0
31993,9577852.0
31994,7150150.0
31995,9652116.0
31996,8881793.0
31997,4317177.0
31998,1862384.0
31999,4481407.0
32000,7181439.0
32001,31952845.0
32002,23459446.0
32003,8620588.0
32004,7085339.0
32005,3875542.0
32006,12784314.0
32007,9440567.0
32008,6377340.0
32009,1848019.0
32010,7994120.0
32011,3887584.0
32012,470504.0
32013,4691959.0
32014,5548092.0
32015,8830462.0
32016,6530041.0
32017,10434960.0
32018,7500873.0
32019,3581420.0
32020,5249932.0
32021,8043224.0
32022,4547847.0
32023,2645364.0
32024,6056298.0
32025,5931549.0
32026,2231715.0
32027,6679387.0
32028,4685978.0
